binPath,vaddr,name,groundtruth,BLens,XFL,BL-S,SymLM,BL-A,AsmDepictor
/dbg_elf_bins/uniutils/usr/bin/uniname,479488,GetOffset,get_offset,get,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/uniutils/usr/bin/uniname,479584,TransliterateHangulSyllable,hang,2,,make,,,string_to
/dbg_elf_bins/uniutils/usr/bin/uniname,482720,GetNelson,get,,,,,2,dict
/dbg_elf_bins/uniutils/usr/bin/uniname,483072,ExplicateBadUTF8,utf_8,utf_8,,utf_8,utf_0_8,utf_8,utf_8
/dbg_elf_bins/uniutils/usr/bin/uniname,478608,ShowVersion,show_version,version,,version,,show_version,show_version
/dbg_elf_bins/uniutils/usr/bin/uniname,481856,ListRanges,list,list,,<Not in the dataset>,<Not in the dataset>,list,update_property
/dbg_elf_bins/uniutils/usr/bin/uniname,480352,PutHeader,put_header,print,,print,start,print,error
/dbg_elf_bins/uniutils/usr/bin/uniname,483600,csu_init,csu_initialise,csu_initialise,csu_initialise,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/uniutils/usr/bin/uniname,478304,start,start,start,start,<Not in the dataset>,<Not in the dataset>,start,start
/dbg_elf_bins/uniutils/usr/bin/uniname,474400,main,main,main,main,<Not in the dataset>,<Not in the dataset>,main,main
/dbg_elf_bins/uniutils/usr/bin/uniname,478752,ShowUsage,show_usage,usage,,<Not in the dataset>,<Not in the dataset>,print_usage_usage_usage_usage,usage
/dbg_elf_bins/uniutils/usr/bin/uniname,481600,GetRange,get_range,get_range,,,get,2,first
/dbg_elf_bins/uniutils/usr/bin/uniname,480128,SlurpBytes,bytes,,,<Not in the dataset>,<Not in the dataset>,,input_update
/dbg_elf_bins/uniutils/usr/bin/uniname,481488,Get_Maximum_Range_Name_Length,get_range_name_length,get_range_name_length,,<Not in the dataset>,<Not in the dataset>,range_name_length,get_range_name_length
/dbg_elf_bins/uniutils/usr/bin/uniname,479792,HandleReadError,handle_read_error,handle_read_error,,read_error,,read_error,print_timestamp
/dbg_elf_bins/uniutils/usr/bin/uniname,473848,init,initialise,initialise,initialise,<Not in the dataset>,<Not in the dataset>,initialise,initialise
/dbg_elf_bins/knot/usr/sbin/knotc,63120,start,start,start,start,<Not in the dataset>,<Not in the dataset>,start,start
/dbg_elf_bins/knot/usr/sbin/knotc,188224,knotd_mod_log,mod_log,mod_log,mod_log,mod_log,error_write,mod_log,igt_system_fs_print
/dbg_elf_bins/knot/usr/sbin/knotc,188112,knotd_mod_ctx,mod_context,mod_context,mod_context,mod_context,get,mod_context,error_queue_get_last
/dbg_elf_bins/knot/usr/sbin/knotc,189280,knotd_conf,configuration,configuration,configuration,configuration,configuration,configuration,replace_argument
/dbg_elf_bins/knot/usr/sbin/knotc,408928,fini,finalise,finalise,finalise,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/knot/usr/sbin/knotc,188192,knotd_mod_vlog,mod,mod,mod,<Not in the dataset>,<Not in the dataset>,mod,mod_addition
/dbg_elf_bins/knot/usr/sbin/knotc,189984,knotd_conf_check_item,configuration_check_item,configuration_check_item,configuration_check_item,configuration_check_item,check_configuration_item,configuration_check_item,pp_check_version
/dbg_elf_bins/knot/usr/sbin/knotc,188864,knotd_mod_stats_incr,mod_stats,mod_stats,mod_stats_decimal,mod_stats,stats_mod_decimal,mod_stats,image
/dbg_elf_bins/knot/usr/sbin/knotc,408784,csu_init,csu_initialise,csu_initialise,csu_initialise,<Not in the dataset>,<Not in the dataset>,csu_initialise,csu_initialise
/dbg_elf_bins/knot/usr/sbin/knotc,188960,knotd_mod_stats_store,mod_stats_store,mod_stats_store,mod_stats_store,mod_stats_store,stats_store_mod,mod_stats_store,builder_initialise_color_map
/dbg_elf_bins/knot/usr/sbin/knotc,188144,knotd_mod_ctx_set,mod_context_set,mod_context_set,mod_context_set,mod_context_set,set_context_mod,mod_context_set,ofono_emulator_set_free_card
/dbg_elf_bins/knot/usr/sbin/knotc,188576,knotd_mod_stats_add,mod_stats_addition,mod_stats_addition,mod_stats_addition,mod_stats_addition,addition_stats_mod,mod_stats_addition,mod_stats_addition
/dbg_elf_bins/knot/usr/sbin/knotc,408896,csu_fini,csu_finalise,csu_finalise,csu_finalise,<Not in the dataset>,<Not in the dataset>,csu_finalise,csu_finalise
/dbg_elf_bins/knot/usr/sbin/knotc,188400,knotd_mod_stats_free,mod_stats_free,mod_stats_free,mod_free,<Not in the dataset>,<Not in the dataset>,mod_stats_free,mod_stats_free
/dbg_elf_bins/knot/usr/sbin/knotc,187552,knotd_conf_check_ref,configuration_check_ref,configuration_check_ref,configuration_check_ref,<Not in the dataset>,<Not in the dataset>,configuration_check_ref,configuration_check_ref
/dbg_elf_bins/knot/usr/sbin/knotc,190272,knotd_qdata_zone_name,data_name,data_name,data_name,data_name,name_get,data_name,quote_list_next
/dbg_elf_bins/knot/usr/sbin/knotc,190320,knotd_qdata_zone_apex_rrset,data,data,data,data,data,data,clean_exit
/dbg_elf_bins/knot/usr/sbin/knotc,188160,knotd_mod_zone,mod,mod,mod,mod,get_panel,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/knot/usr/sbin/knotc,187872,knotd_mod_in_hook,mod_in,mod_in,mod_in,mod_in,,mod_in,loop_read
/dbg_elf_bins/knot/usr/sbin/knotc,190144,knotd_conf_free,configuration_free,configuration_free,configuration_free,configuration_free,free_configuration,configuration_free,cdw_string_sm_cd_field_string
/dbg_elf_bins/knot/usr/sbin/knotc,187840,knotd_mod_hook,mod,mod,mod,mod,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/knot/usr/sbin/knotc,189552,knotd_conf_mod,configuration_mod,configuration_mod,configuration_mod,configuration_mod,configuration_mod,configuration_mod,object_property_get_string
/dbg_elf_bins/knot/usr/sbin/knotc,189744,knotd_conf_zone,configuration,configuration,configuration,configuration,configuration,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/knot/usr/sbin/knotc,188912,knotd_mod_stats_decr,mod_stats_decimal,mod_stats_decimal,mod_stats_decimal,mod_stats_decimal,stats_mod_decimal,mod_stats_decimal,name
/dbg_elf_bins/knot/usr/sbin/knotc,55552,init,initialise,initialise,initialise,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/knot/usr/sbin/knotc,189008,knotd_conf_env,configuration_env,configuration_get,configuration_env,configuration_get,env_configuration,configuration_get,find_font
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,171264,AcpiInitializeObjects,acpi_initialize,initialise,,,,,remove_open_driver
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,107120,AcpiOsReadPciConfiguration,acpi_os_read_pci_configuration,os_read,,read_pci_configuration,os_read_acpi_configuration,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,36848,AcpiDsInitPackageElement,acpi_ds_initialise_package_element,,,<Not in the dataset>,<Not in the dataset>,4,at_open
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,123376,AcpiPsGetName,acpi_get_name,,,,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,157552,AcpiUtReleaseWriteLock,acpi_ut_release_write_lock,,,,,,on_pref_hex_character_changed
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,141552,AcpiUtCreateCaches,acpi_ut_create,2,,,initialise,,initialise
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,171616,csu_fini,csu_finalise,csu_finalise,csu_finalise,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,34400,AcpiDsBuildInternalBufferObj,acpi_ds_build_internal_buffer_obj,,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,52880,AcpiDsObjStackPop,acpi_ds_obj_stack_pop,pop,,,to,pop_pop,database_parse_value
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24880,AcpiDsGetBufferFieldArguments,acpi_ds_get_buffer_field_arguments,,,<Not in the dataset>,<Not in the dataset>,,get_para_number
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,72672,AcpiExSystemDoSleep,acpi_ex_system_do_sleep,,,,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,135264,AcpiAllocateRootTable,acpi_allocate_root_table,initialise,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,161152,AcpiUtSafeStrcpy,acpi_ut_safe_string_copy,acpi_ut_safe_string_copy,string,fd,string_copy_safe_ut_acpi,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,134848,AcpiTbGetTable,acpi_get_table,,,table,,table,st_link_delete
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,89072,AcpiNsGetExternalPathname,acpi_ns_get_path_name,path,,get,,path,data_nv
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24096,AcpiUtCopyEobjectToIobject,acpi_ut_copy_obj_to_object,,,,,2_2_2_2,script_check
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,86944,AcpiNsLoadTable,acpi_ns_load_table,,,<Not in the dataset>,<Not in the dataset>,ocfs_2,gets_information
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,147136,AcpiUtGetObjectTypeName,acpi_ut_get_object_type_name,,,,,get_type,status_set
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,83632,AcpiNsDumpObjectPaths,acpi_ns_dump_object,,,,is_player,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,62768,AcpiExReleaseMutex,acpi_ex_release_mutex,,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,95792,AcpiNsGetType,acpi_ns_get_type,,,get,version,type,en_variable
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,153984,AcpiUtValidateException,acpi_ut_validate_exception,,,,,,acpi_ut_validate_exception
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,166832,AcpiUtPrintString,acpi_ut_print_string,,,<Not in the dataset>,<Not in the dataset>,print_string,read_file
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,141744,AcpiUtDeleteCaches,acpi_ut_delete,,,cleanup,,,acpi_ut_delete
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,153568,AcpiUtExecutePowerMethods,acpi_ut_execute_power,,,<Not in the dataset>,<Not in the dataset>,,page
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,166784,AcpiUtDeleteGenericState,acpi_ut_delete_generic_state,,,event,remove_seahorse,,free
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,122928,AcpiPsInitOp,acpi_initialise_op,set,,set,new,set,data_callback
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,131200,AcpiTbFindTable,acpi_find_table,find_name,,<Not in the dataset>,<Not in the dataset>,2_2_find_name,read
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,103280,AcpiGetData,acpi_get_data,,,,copy,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,121632,AcpiPsPushScope,acpi_push,,,,,set,set
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,136832,AcpiInstallTableHandler,acpi_install_table_handler,set,,,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,164832,AcpiUtUpdateInterfaces,acpi_ut_update,,,,,,cc_check
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,170432,AcpiBiosWarning,acpi_warning,acpi_warning,,,error_acpi,warning,acpi_error
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,157328,AcpiUtAcquireReadLock,acpi_ut_read_lock,read,,read_lock,lock_fd,lock,acpi_ut_read_lock
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,151888,AcpiUtPrefixedNamespaceError,acpi_ut_name_space_error,error,,,,error_to,send_information
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,139664,AcpiFindRootPointer,acpi_find_root_pointer,,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,107040,AcpiOsGetTimer,acpi_os_get_timer,get,,get_time,get_os_acpi_timer,get,acpi_os_get_signal
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,75440,AcpiNsLookup,acpi_ns_lookup,,,<Not in the dataset>,<Not in the dataset>,,process_config
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,106752,AcpiOsFree,acpi_os_free,2_free,free,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,154496,AcpiUtAsciiCharToHex,acpi_ut_ascii_character_to_hex,ascii_character_to_hex,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,133552,AcpiTbVerifyChecksum,acpi_verify_checksum,checksum,,ip_checksum,,checksum,acpi_verify_checksum
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,150400,AcpiUtUpdateObjectReference,acpi_ut_update_object,,,<Not in the dataset>,<Not in the dataset>,object,enable
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,31184,AcpiDsMethodDataDeleteAll,acpi_ds_data_delete_all,,,,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,39344,AcpiDsIsResultUsed,acpi_ds_is_result,,,<Not in the dataset>,<Not in the dataset>,print,cdw_is
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,34944,AcpiDsInitObjectFromOp,acpi_ds_initialise_object_from_op,initialise,,<Not in the dataset>,<Not in the dataset>,,st_link_parse
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24784,AcpiDsBeginMethodExecution,acpi_ds_begin,,,,,2_0,script_check
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,107312,AcpiOsReadable,acpi_os,,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,156240,AcpiUtInitGlobals,acpi_ut_initialise_global,initialise,initialise,<Not in the dataset>,<Not in the dataset>,initialise,initialise
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,118880,AcpiPsCompleteThisOp,acpi_complete_op,,,<Not in the dataset>,<Not in the dataset>,,database_delete
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,79200,AcpiNsCreateNode,acpi_ns_create_node,2_0_2_2_2_11_2_node,,,,new_node,en_variable
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,105440,AcpiGetType,acpi_get_type,,,,get,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,139168,AcpiTbGetRsdpLength,acpi_get_length,,,,get_length,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,46016,AcpiDsInitCallbacks,acpi_ds_initialise,initialise,,,,set,get_type
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,158496,AcpiUtSetIntegerWidth,acpi_ut_set_integer_width,,,,set,,set_defaults
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,107344,AcpiOsSignal,acpi_os_signal,,finalise,,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,116576,AcpiPsCompleteOp,acpi_complete_op,,,<Not in the dataset>,<Not in the dataset>,,handle_request
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,60240,AcpiExDumpOperands,acpi_ex_dump,,,get,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,26144,CmGetFileSize,cm_get_file_size,get_file_size,,get,get_file_size,get_file_size,cm_get_file_size
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,99296,AcpiNsGetNextNodeTyped,acpi_ns_get_next_node,,,,at,,attribute_find_by_index
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24240,AcpiEvInitializeRegion,acpi_event_initialize_region,,,<Not in the dataset>,<Not in the dataset>,,get_para_number
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,88720,AcpiNsGetNormalizedPathname,acpi_ns_get_path_name,2_parse,,path_from_name,,get,format_variable
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,136608,AcpiGetTableByIndex,acpi_get_table_by_index,find_find,,table,,get_index,2_save
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24544,AcpiExStartTraceOpcode,acpi_ex_start_trace,,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,160688,AcpiUtReleaseMutex,acpi_ut_release_mutex,mutex,,mutex_unlock,,,get_status
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,121392,AcpiPsGetParentScope,acpi_get_parent,get,,,,get,clp_program_name
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,83424,AcpiNsDumpObjects,acpi_ns_dump,,,,,get,send
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24496,AcpiExDoDebugObject,acpi_ex_do_debug_object,csu_finalise,csu_finalise,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,72304,AcpiExSystemWaitMutex,acpi_ex_system_wait_mutex,wait,,wait,,system,2_number
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24224,AcpiEvInitializeOpRegions,acpi_event_initialize_op,,,<Not in the dataset>,<Not in the dataset>,,get_para_number
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,135584,AcpiReallocateRootTable,acpi_root_table,,,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,151648,AcpiUtPredefinedBiosError,acpi_ut_error,,,,debug,,sge_string_error
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,163696,AcpiUtCreateStringObject,acpi_ut_create_string_object,new,,string,new,string,make_variable_table
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,31008,AcpiDsMethodDataInit,acpi_ds_data_initialise,initialise,,,,initialise,initialise
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,83200,AcpiNsPrintPathname,acpi_ns_print_path_name,,,,os,dump,initialise
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,136416,AcpiPutTable,acpi_put_table,,,,to,,delete
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,146992,AcpiUtGetRegionName,acpi_ut_get_region_name,,,type,name_get_type,,status_to_string
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,55936,AcpiExCreateProcessor,acpi_ex_create,,,create,,,settings_set
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,153040,AcpiUtEvaluateNumericObject,acpi_ut_evaluate_object,,,,obj,,file_open
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,155232,AcpiUtExecute_CID,acpi_ut_execute,2,,<Not in the dataset>,<Not in the dataset>,,split
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24944,AcpiDsGetPackageArguments,acpi_ds_get_package_arguments,,,<Not in the dataset>,<Not in the dataset>,,get_para_number
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,158560,AcpiUtCreateUpdateStateAndPush,acpi_ut_create_update_state_and_push,,,,,net_get_information,is_to
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,167664,AcpiGetSystemInfo,acpi_get_system_information,,,get,,,set
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,119952,AcpiPsParseAml,acpi_parse,,,<Not in the dataset>,<Not in the dataset>,,repair_fs_check_structure
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,164528,AcpiUtInstallInterface,acpi_ut_install_interface,,,,,push,aal_list_append
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,123968,AcpiDebugTrace,acpi_debug_trace,get,,,,<Not in the dataset>,<Not in the dataset>
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,24624,AcpiDsCallControlMethod,acpi_ds_call_control,,,,,2_0,script_check
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,106768,AcpiOsCreateSemaphore,acpi_os_create,read,,<Not in the dataset>,<Not in the dataset>,,exit_button_button_button_press
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,53856,AcpiDsInitAmlWalk,acpi_ds_initialise,ocfs_2,,<Not in the dataset>,<Not in the dataset>,,addition
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,128224,AcpiTbAllocateOwnerId,acpi_allocate_id,get,,,,,initialise
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,32272,AcpiDsMethodDataInitArgs,acpi_ds_data_initialise_argument,,,<Not in the dataset>,<Not in the dataset>,initialise,set
/dbg_elf_bins/acpica-tools/usr/bin/acpinames,166464,AcpiUtPopGenericState,acpi_ut_pop_generic_state,,,ftp,log,,mcx_option_free
